,track_id,artist_names,track_name,source,rank,peak_rank,previous_rank,weeks_on_chart,streams,country,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,album_release_date,lyrics
462,0yLdNVWF3Srea0uzk55zFn,Miley Cyrus,Flowers,Columbia,3,1,2,5,464480,Finland,0yLdNVWF3Srea0uzk55zFn,0.707,0.681,0,-4.325,1,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999,200455,4,2023-01-13,we were good we were gold kinda dream that cant be sold we were right til we werent built a home and watched it burn mm i didnt wanna leave you i didnt wanna lie started to cry but then remembered i i can buy myself flowers write my name in the sand talk to myself for hours say things you dont understand i can take myself dancing and i can hold my own hand yeah i can love me better than you can can love me better i can love me better baby can love me better i can love me better baby paint my nails cherryred match the roses that you left no remorse no regret i forgive every word you said ooh i didnt wanna leave you baby i didnt wanna fight started to cry but then remembered i i can buy myself flowers write my name in the sand talk to myself for hours yeah say things you dont understand i can take myself dancing yeah i can hold my own hand yeah i can love me better than you can can love me better i can love me better baby can love me better i can love me better baby can love me better i can love me better baby can love me better i ooh i you might also like i didnt wanna leave you i didnt wanna fight started to cry but then remembered i i can buy myself flowers uhhuh write my name in the sand talk to myself for hours yeah say things you dont understand better than you i can take myself dancing yeah i can hold my own hand yeah i can love me better than yeah i can love me better than you can can love me better i can love me better baby uh can love me better i can love me better baby than you can can love me better i can love me better baby can love me better
463,4f1IC0mWzqRcYtsALav0kJ,"william, Korelon",Ei vitus (feat. Korelon),Sony Music Entertainment Finland,4,2,3,3,424545,Finland,4f1IC0mWzqRcYtsALav0kJ,0.78,0.468,10,-5.916,0,0.145,0.0869,1.23e-05,0.101,0.497,94.994,152147,4,2023-01-27,no fucking i miss you so much and it doesnt this is bullshit yeah i see it in someone elses i thought it would really interest me no damn haha i see it in someone elses i thought id be really interested no shit these mimmies belong on the streets im only loyal to my friends these mimmies belong on the streets im only loyal to my friends only loyal to my friends im sure mimmi is sleeping with the others ill throw it ill pass it on my bum tag team confident back to the streets haha the gang is playing catch here even if it looks like theyre from hyvinkää haha the best on every day and youre sure fucking fine yeah expensive branded clothes hagee ski bags from marbella and remember to obey your father there the order works like in the army i see it in someone elses i thought it would really interest me no damn haha i see someone elses i thought id be really interested no damn no these mimmits belong on the streets im only loyal to my friends yeah these mimmies belong on the streets im only loyal to my friends this mimmi belongs on the street if youre a nice girl why do you smell like smoke diors perfume doesnt cover up the smelly stuff i dont work in trafis but girl you belong on the streets its hard for me to even trust this guy if i tell you everything youll call me a whore im not even broke id rather die why do you act so hard that you have to take care of yourself why the other mimmi removed my snaps again but that doesnt matter toine ädäs but im back how did korelon blow sink so suddenly i believe in good karma i dont want to die gättii fah you might also like i see it in someone elses i thought it would really interest me no damn haha i see it in someone elses i thought id be really interested no damn no these mimmies belong on the streets im only loyal to my friends yeah these mimmies belong on the streets im only loyal to my friends haha what the hell yeah
464,5RX8T3EoTuXcybAxe6oPAw,Käärijä,Cha Cha Cha,WM Finland,5,2,4,5,403630,Finland,5RX8T3EoTuXcybAxe6oPAw,0.718,0.791,2,-5.572,1,0.0447,0.00207,0.00292,0.111,0.743,155.082,175161,4,2023-01-17,a tough week and a lot of long days ahead piña colada and rata are interesting the evening is still young and time to undo its time to destroy this icy outer shell i hold the drink with both hands like that cha cha cha cha cha cha cha no i dont think about tomorrow when i grab a pint like that cha cha cha cha cha cha cha no i want to be messy and free from worries like that cha cha cha cha cha cha cha no and i will continue until i can no longer stay in the chair like that a few piña coladas are already behind still i still have a serious face plate yeah yeah ye ye yeah the evening is still young and time to undo its time to destroy this icy outer shell parquet calls me when im no longer locked like cha cha cha im coming i hold the drink with both hands like that cha cha cha cha cha cha cha no i dont think about tomorrow when i grab a pint like that cha cha cha cha cha cha cha no i want to be messy and free from worries like that cha cha cha cha cha cha cha no and ill continue until i cant stay in the chair like that anymore now im going to dance like cha cha cha and im not afraid of this world like cha cha cha when i pour champagne on myself cha cha cha one eye is already squinting and the talk gets bogged down as this other side gets the upper hand cha cha cha im not even a lazy man im not but today im that man today im that man you might also like now im going to dance like cha cha cha and im not afraid of this world like cha cha cha when i pour champagne on myself like cha cha cha cha cha cha cha cha cha cha aha like cha cha cha cha cha cha cha cha cha cha cha cha cha cha cha cha cha
465,12zIIWVV5guPmsV7yQGsOM,Gettomasa,Vastustamaton,PME Records,6,1,6,15,355198,Finland,12zIIWVV5guPmsV7yQGsOM,0.613,0.737,2,-6.052,1,0.143,0.324,0.0,0.159,0.484,125.03,218473,4,2022-11-04,irresistible breakfast was sorbus and kossuu pint and ukko they resembled a ring and klonkkuu i asked what the reason was its starting to repeat itself to me again there is no other way you can feel that you are not free it didnt fit into my understanding i didnt realize it as a child but i see it now you dont justify our existence so often but it feels like suffering the gang comes up with that medicine when they get to a place of escape i always swore that i wouldnt start a fight so i changed lanes i wanted to taste the hill i started smoukki fur and tell you where to get it every night in the city for the adjustment but the gang will do anything they are not interested in the rules invented by adults the decision was made that this is the case we started to chase it from the fucking feeling but you can never catch it nothing is so cool nothing is so cool ugh youre irresistible i want to get it i hear it calling again the marathon continues again running away from my responsibility when it screams at me believe it do all kinds of things see all kinds of things addictions first fucking smooth bro it is phased its been a while but you cant see you dont admit anything you dont hold back now its all over when to pull it doesnt balance anymore it blurs the boundaries there is no cover anymore it consumes the money youre drowning there yourself now its really depressing and it just doesnt feel the same but when youre numb you can forget for a while keep on ranting its all about love honey im ready to make a mess of my life because of you ugh youre irresistible i want to get it i hear it calling again the marathon continues again running away from my responsibility when it screams tuu at me you are irresistible i want to get it i hear it calling again the marathon continues again running away from my responsibility when it screams at me you might also like nah she doesnt care about her taste buds ive already seen too much when i was sideways i dont want to fly now because i think the guys have paid a lot for the line ive watched that movie thousands of times already tell someone who doesnt have a heart to tell when we came across every other bush it was pouring gasoline and butane and rexona pirii and subuu dunks and essos smelly hatches licks mestos sometimes reflos the gang as teenagers pierce their hands through these toilets whos going to start that game i guess it can be monitored somehow maybe i should have told someone what are they now fuck the canopy somewhere chasing a white rabbit you should not start the sport but if youre ready say what you need heres everything you want to choose we have keitoi soup and yeyo legal douppii medical style doctors sell the strongest shit come up with a reason and youll get a headache right away many different styles of drugs those people invent everything for fun gambling betting hooking up for sex even doping on the internet whats next there have already been a million things but shit when will it change nevermind its never enough and it always goes again when it calls ugh youre irresistible i want to get it i hear it calling again the marathon continues again running away from my responsibility when it screams tuu at me you are irresistible i want to get it i hear it calling again the marathon continues again running away from my responsibility when it screams tuu at me okay ill come1
466,0lPrY8sXUen0bqga0BIeWa,KUUMAA,Tulipalo,Universal Music Oy,7,7,8,33,342912,Finland,0lPrY8sXUen0bqga0BIeWa,0.739,0.678,10,-7.47,1,0.029,0.248,1.21e-05,0.128,0.581,122.032,183806,4,2022-06-30,fire the night is getting dark but we are not sleeping i swore i wasnt going to fall in love but the fire is out and i want you like a madman wastes matches hows it going you can probably already guess that ive tried to have fun with other people too but what ive come across are lukewarm characters and dead ends ill count everything on you one more time so stay here please stay here the night is getting dark but we are not sleeping i swore i wasnt going to fall in love but the fire is out and i want you like a madman wastes matches the night is getting dark but we are not sleeping i swore i wasnt going to fall in love but the fire is out and i want you like a madman wastes matches waste matches waste matches lets just say that this was an accidental transaction how did we end up in the same place and time neither of them lost their feelings by whipping either of them im ready to go anywhere again the night is getting dark but we are not sleeping i swore i wasnt going to fall in love but the fire is out and i want you like a madman wastes matches the night is getting dark but we are not sleeping i swore i wasnt going to fall in love but the fire is out and i want you like a madman wastes matches waste matches waste matches waste matches but the fire is out and i want you like a madman wastes matches you might also like
467,1mHRqzrSR9MQaryDj6GibE,BEHM,Sata vuotta,WM Finland,8,1,5,5,342594,Finland,1mHRqzrSR9MQaryDj6GibE,0.379,0.504,0,-7.483,0,0.0296,0.528,0.000116,0.245,0.296,199.849,212641,4,2023-01-13,hundred years im sure your eyes will too in me the sky is falling and all the birds can be found directly in eden i might lose my mind as i run after into the stairwell just so i can see the shadow a little longer if you had the feeling of drowning id give you my lungs so you could breathe if you want that i like your hand kii a hundred years at least but even that is not enough no one else can make me promise a hundred years at least and if it suits then longer i guess i dont always remember to tell not every centimeter of skin it is more beautiful than the moon in august or anything else even if i cant always to be by your side but i dont close my eyes ill follow you behind the sun if you had a feeling that you dont feel i would give you my senses if only they could get to know you if you want that i like your hand kii a hundred years at least but even that is not enough no one else can make me promise a hundred years at least and if it suits then longer you might also like but time knows its limits is our visit quick you are the most beautiful what i had time to experience if you want that i like your hand kii a hundred years at least but even that is not enough no one else can make me promise a hundred years at least and if it suits then longer and if it suits then longer
468,0jDvY7YKzncG41sg1clKs9,Aliisa Syrjä,2:02,WM Finland,9,9,-1,1,323801,Finland,0jDvY7YKzncG41sg1clKs9,0.443,0.611,7,-5.614,1,0.0314,0.012,0.00284,0.665,0.233,104.532,209014,4,2023-02-10,none
469,08Y12A4mwKiGIOvap0hHPH,Lauri Haav,Aino,PME Records,10,6,7,4,298981,Finland,08Y12A4mwKiGIOvap0hHPH,0.549,0.63,1,-5.964,1,0.532,0.29,0.0,0.179,0.555,81.438,178546,1,2023-01-19,aino oh aino when you arrived and gave me everything and i pushed you away oh aino when i kissed you i forgot everything and i miss you again oh yeah damn i have to put this love affair on hold for a while eight and i shoot in every direction but still i dont miss if you dont care about our breakup i can tell you you are replaceable and i dont care about your taste or how much you sniff doesnt matter to me im trying to make history here bro and im not really going to play any gangsta i wont start taking matches online but if you want you can eg go to sal for a little twist mimmi asks where im going today wont i see you first what do you think ill do today basic day work at the studio later training i really cant get enough of this pattern you have to start teaching them who that father was now take the boy home to grow up i gave way too much this year but next year i wont give a shit and i shoot in every direction but still i dont miss i dont miss if you dont care about our breakup i can tell you youre replaceable just saw and i dont care about your taste or how much you sniff it doesnt matter to me it doesnt matter im trying to make history here bro and im not really going to play any gangsta i wont start taking matches online but if you want you can eg go to sal for a little twist im born in one genre here and this pellet gurgles there as if it has something to give they need to be taken out asap get rid of us bro hey get rid of you i can sing finnish rock believably i can rap better than my favorite rapper i can be just a sensitive poet boy for you but at the same time youre afraid of me doing a duet but try i was made in jyväskylä as masa says looks good this game is so deep there is no other game and no one whats new whats new whats new you might also like and i shoot in every direction but still i dont miss i dont miss if you dont care about our breakup i can tell you youre replaceable just saw and i dont care about your taste or how much you sniff it doesnt matter to me it doesnt matter im trying to make history here bro and im not really going to play any gangsta i wont start taking matches online but if you want you can eg go to sal for a little twist prrrr its fucking kilipää lauri haav wassup do you understand lets go hahaha maybe salee will put this out on his birthday
470,3KOKML3DT5AbPOQYWjBZTh,"Gettomasa, Van Hegen",Shamppanjadieetillä,PME Records,11,1,11,38,279626,Finland,3KOKML3DT5AbPOQYWjBZTh,0.865,0.53,8,-5.749,1,0.0972,0.212,0.0018,0.152,0.41,102.008,154571,4,2022-11-04,on a champagne diet van hegen can you pour me some mullek thank you gotta put my sergio tacchini on for this dude ive been on a champagne diet in the back seat in my car answered calls with a message many knew what to do but did you ive been on a champagne diet a fancy name in different languages i make big moves in small ones many knew what to do but did you oh yeah if you want to offer a round take care of it you dont bring anything to the kuoharii sorry im not drinking them although i dont use it more often if i do it i do it properly i dont blow the budget its möttö ten bottles to the table you can find pretty aunties too kimi popped up ill raise for everyone on the bottom if its not midi when i got further than i ever thought i would i dont even want to forget that nah thats why you have to take a break from time to time i live the movie until my movie stops i dont see it in vain its if someone is easy so limp that i havent woken up before the clock now every cell of me is relaxed if they ask what ive been up to ill tell you ive been on a champagne diet in the back seat in my car answered calls with a message many knew what to do but did you ive been on a champagne diet a fancy name in different languages i make big moves in small ones many knew what to do but did you you might also like see where we are how we came time is money you cant afford to take the bus when i code you shut up and we flood a slightly longer brunch until morning bubbly body so forgive my ego i just make a work of art out of my life i dont throw anyone when i dont know who they are whatever we do the whole city comes alive and in my opinion struggling made a black man ill post a picture and you wont know whos next to you aha and the location is in a different language ive been on a champagne diet in the back seat in my car answered calls with a message many knew what to do but did you ive been on a champagne diet a fancy name in different languages i make big moves in small ones many knew what to do but did you been on a champagne diet in the back seat in my car answered calls with a message uh uh did you know been on a champagne diet a fancy name in different languages big moves in small ones uh uh did you know
471,2IWvgjThRD86tBtx19JYLn,"Jore & Zpoppa, william",Bämä (feat. william),Laundry Music Company,12,4,10,9,267875,Finland,2IWvgjThRD86tBtx19JYLn,0.785,0.683,7,-6.599,0,0.0629,0.0264,6.65e-05,0.0991,0.433,150.017,195250,4,2022-12-16,damn obi a little more chill im not sure if we want to see a baby i have to be the first one on the team to do it good luck ill see you soon im a dog in my territory im badman my bämä calls me dad you want more drinks ill bring more more more wants to stay at night let it go its okay reminds me already ye ye ye thats right i cant see it i say thats it but i have to bottle up that im not ready to be a father i can bring a smock if they dont want it empty your pockets ye ye ye ye speed up more now it wobbles like its drunk wants to bounce on bounces niiku trampoline but i dont care i just smoke gasoline dude pardon me now is the season for me and me im badman my bämä calls me dad you want more drinks ill bring more more more wants to stay at night let it go its okay reminds me already ye ye ye thats right yeah im a nice man but this shit sucks yeah strapped up i had rubber when i drove skrr these mimmits scream yes they know that they dont fall apart they dont fall apart ill throw you once then ill run away yeah this guy will suck me if i ask him to its someone 70 i love it ikenii ikenii my every frendeil egg and it sucks them sucks them my little vacuum cleaner it got its name from that yeah my wild ass likes to pop xanaxi yeah but not always it must not become a habit ey put your hands in the air give me your money id rather be a thief than a policeman you might also like im badman my bämä calls me dad you want more drinks ill bring more more more wants to stay at night let it go its okay reminds me already ye ye ye thats right pop save the drama its a mouthful double blunts always take me straight to the fucking moon if the second guy codes i say tuu tuu tuu my broideil choppers they will get used to it feels gangster okay cool cool cool it wants to ride me okay vroom vroom vroom yeah you grind shit i lost you again miels bills muija fixes energy you think to yourself and i think to myself save the fuss youre no angel im badman my bämä calls me dad you want more drinks ill bring more more more wants to stay at night let it go its okay reminds me already ye ye ye thats right im badman my bämä calls me dad you want more drinks ill bring more more more wants to stay at night let it go its okay reminds me already ye ye ye thats right2
472,3STatpBP2zJ1CTca7PRSKp,Bee,Viimeisiä sanoja,Sony Music Entertainment Finland,13,13,-1,1,260626,Finland,3STatpBP2zJ1CTca7PRSKp,0.65,0.823,10,-5.666,0,0.045,0.00517,0.0367,0.0922,0.369,148.019,209052,4,2023-02-10,none
473,3nNtD3vtQ8yhrxQ5bxaRAB,"Sebastian Noto, ibe",Ylläs (feat. ibe),Skorpioni,14,12,14,3,249610,Finland,3nNtD3vtQ8yhrxQ5bxaRAB,0.825,0.741,7,-5.044,0,0.044,0.15,0.777,0.349,0.678,123.008,139085,4,2023-01-27,above im cold all this is on me tonight im high like ylläs im going stupid im going to be sick i have a cough tonight tonight come to tsiigaa meininkii lets lock down helsinki its not just a backdrop although i knew you thought so lets go messi for real this is not a test shout at the top of your lungs if youre a mess we have our own thing about brexit i feel what it must feel like i dont want this to ever end hop on board and the journey continues im cold all this is on me tonight im high like ylläs im going stupid im going to be sick i have a cough tonight tonight i dont admit it but i dont deny it i havent stopped yet if you dont go there i wont be there so when im here its going on we had to crush this whole damn village and my mood is damn good so im pretty much a saint i shout yes that is yes no worries today i came to dance i dont sit i dont stand thats why theres no chair under my ass we have a sauna and a pool and im high up in pallas today the feeling is not bad when the club goes up north like in ruka im cold all this is on me tonight im high like ylläs im going stupid im going to be sick i have a cough tonight nightyou might also like2
474,6hyJhnQGx5vfiCW2RE09oT,"Vesala, Aali",Miks pitää itkeä (feat. Aali),WM Finland,15,15,-1,1,247641,Finland,6hyJhnQGx5vfiCW2RE09oT,0.654,0.848,3,-5.226,0,0.052,0.0932,0.000275,0.233,0.314,135.01,210730,4,2023-02-10,why do you have to cry now this is bad this is real im going to dance to the end of this i want to see you when i cant see anything here anymore everything will be missed when you are here how the world suddenly changes its so easy why do i collect those tears nothing is wrong why do you have to cry you know ill do anything for you can you get used to it youre lucky if its not familiar now this is bad when this is good why do you have to cry there were beginnings there were ends but when the right one arrives cant remember other peoples faces anymore the small ones and the big ones you cant move them mountains i have to live with my fears and them nothing is wrong why do you have to cry you know ill do anything for you can you get used to it youre lucky if its not familiar now this is bad when this is good why do you have to cry you might also like let them come pours about as much as it likes nothing is wrong why do you have to cry nothing is wrong why do you have to cry you know ill do anything for you can you get used to it youre lucky if its not familiar now this is bad when this is good why do you have to cry why do you have to cry why do you have to cry
475,4Mg2rAHrqKXQzLRIwr4j9r,ibe,FAMOUS,Skorpioni,16,2,12,7,239585,Finland,4Mg2rAHrqKXQzLRIwr4j9r,0.518,0.56,2,-5.688,1,0.0483,0.0841,0.000185,0.0933,0.276,93.002,209677,4,2022-12-30,famous look at me im famous i have moneyy many fans and these ladies always wants to come to us because they know my life is crazy and my haters are grass when i flex on them im shameless their plate is eines they are nameless wondering how it feels to be famous yes sir ah yeah say less but i can tell you what ive experienced just one point of view im just talking about myself accomplished something with what you didnt say is hokenu the opportunity to live the dream of many from a very young age big stage behind idols come to say hello the band loikkaa travels from one province to another on sundays the mirror is a tired man slim suddenly i can go to the store in peace they call from the media what do i think about this about misogyny exgirlfriend sometimes i feel like i dont care about anything these futility just tie my feelings and thoughts into a knot i try to follow my own path but lately my psyche has started to falter i take the ego as a shield the industry repels its just hedonistic harvesting yeah cover me cover me cover me look at me im famous i have moneyy many fans and these ladies always wants to come to us because they know my life is crazy and my haters are grass when i flex on them im shameless on their plate they are nameless wondering how it feels to be famous i walked in and they stare want to touch want to take pictures i came to take whats on offer here this money bad moms i came to take it to take over this whole fucking club makes a lot takes the same mug man on a mission im going back to base you dont care about these patterns thats where we differ from you son it doesnt matter how long you wait try but im warning you you cant even beat me because i cant give up and i refuse to give this up even if it makes me numb look at me im famous i have moneyy many fans and these ladies always wants to come to us because they know my life is crazy and my haters are grass when i flex on them im shameless on their plate they are nameless wondering how it feels to be famous you might also like famous faded nameless crazy heinous shameless yeahyeah
476,6ISLBKxChtxZ5Ws6nO6Cbi,Portion Boys,Samaa taivasta katsotaan,Sony Music Entertainment Finland,17,5,13,4,233737,Finland,6ISLBKxChtxZ5Ws6nO6Cbi,0.515,0.936,1,-5.549,1,0.13,0.0309,0.0,0.205,0.424,164.976,183927,4,2023-01-19,nanana nananananana i guess the absolute zero point tells about finland could you find a better place in europe in france the rooster is tasted in wine in the uk tea is served in finland in holland there is a fight against windmills in saapasmaa you can get the pasta of your life mozart is cool in austria in iceland unconscious springs hot but in our country we walk humbly and not much talk either you know kimi räikkönen yeah it won formula one yes even though we are from different parts of europe and even if we travel different paths thats how we remember we look at the same sky nanana nananananana nananananana we look at the same sky in germany they say ich liebe dich in switzerland the divine appenzeller budapest bucharest pusta and dracula sunny beach tourists have the biggest hangover in greece the acropolis oh what hills spanish sangria also drowns out sorrows the swedish neighbor has always been a little better but you will come from behind when your gut doesnt give up you might also like but in our country we walk humbly and not much talk either you know kimi räikkönen yeah it won formula one yes even though we are from different parts of europe and even if we travel different paths thats how we remember we look at the same sky nanana nananananana in our country we walk humbly and not much talk either you know kimi räikkönen yeah it won formula one yes even though we are from different parts of europe and even if we travel different paths thats how we remember we look at the same sky yeah nanana nananananana nananananana we look at the same sky yeah
477,1HWHZOi6LZNVYrbQPTaTh2,"JVG, Samu Haber",Purjeissa,WM Finland,18,9,9,2,218610,Finland,1HWHZOi6LZNVYrbQPTaTh2,0.44,0.866,7,-6.033,1,0.0955,0.00883,8.93e-06,0.141,0.574,168.011,180826,4,2023-02-03,in sails heroes walk these paths the bright lights of tomorrow call me even if its windy at the top of the world theres nothing to regret or fear if the sails of my ship get tired i can always come to you but only for a moment even if its windy on top of the world theres no regrets and nothing scares no that is stop the starting rack again yes i rolled so i wouldnt stay but thats a completely different case there is atmosphere here but nothing more you know these years havent been easy if i dont bring it back its not front page news driving hard today i still have the results back im not here to build any houses a cup of coffee and a cookie if it surrenders one day this bot will come ashore again im coming to my bäcksöni its been a bit of action heroes walk these paths the bright lights of tomorrow call me even if its windy at the top of the world theres nothing to regret or fear if the sails of my ship get tired i can always come to you but only for a moment even if its windy at the top of the world theres nothing to regret or fear you might also like its windy at the top no one can hear me frost in the glass whats wrong with me there is atmosphere here nothing more have traveled all the way through ostrobothnia i wanted to go back i guess ill steer the ferry after all although its going hard im already here waiting for the train time will melt ill be back soon i promise a cup of coffee and a cookie if it surrenders one day this bot will come ashore again im coming to my bäcksöni its been a bit of action heroes walk these paths the bright lights of tomorrow call me even if its windy at the top of the world theres nothing to regret or fear if the sails of my ship get tired i can always come to you but only for a moment even if its windy at the top of the world theres nothing to regret or fear oohooh even if its windy at the top of the world theres nothing to regret or fear oohooh even if its windy at the top of the world theres nothing to regret or fear no regrets and nothing scares
478,3ESZvpA3ETjDWXtzBpol3n,BESS,Lähtee käsistä,Universal Music Oy,19,19,-1,1,214935,Finland,3ESZvpA3ETjDWXtzBpol3n,0.783,0.832,8,-5.594,1,0.126,0.0913,0.0,0.143,0.675,128.021,199729,4,2023-02-09,getting out of hand i went into the dark tonight i decided to be born again i have been empty and invisible now i feel desire again yeah youre dancing in it i dont know but somehow it just bothers you in the middle of everything here at the tip of a finger you make me see the sky its getting out of hand its getting out of hand its getting out of hand its getting out of hand from the first touch i know it wont get out of hand you draw my contours now this is getting out of hand its obvious so obvious that theres no electricity between us im seeing stars this is getting out of hand from the first touch i know it wont get out of hand you draw my contours now this is getting out of hand its obvious so obvious that theres no electricity between us im seeing stars this is getting out of hand ive been broke yeah dont ask why not talking at all its a medicine for me to get rid of all my problems when we got started we went full throttle i dont want you to lose your head yet with your hands under your shirt i dont think so he realizes that the others are here from the first touch i know it wont get out of hand you draw my contours now this is getting out of hand its obvious so obvious that theres no electricity between us im seeing stars this is getting out of hand from the first touch i know it wont get out of hand you draw my contours now this is getting out of hand its obvious so obvious that theres no electricity between us im seeing stars this is getting out of hand si tu veux pas mparler ça mva je vais te rendre folle avec mes doigts si tu pousses un cri tinquiètes pas imagine y a que toi et moi et si on beard maintenant ten penses quoi si tu veux jpeux être plus courtois you might also like from the first touch i know it wont get out of hand you draw my contours now this is getting out of hand its obvious so obvious that theres no electricity between us im seeing stars this is getting out of hand from the first touch i know it wont get out of hand you draw my contours now this is getting out of hand its obvious so obvious that theres no electricity between us im seeing stars this is getting out of hand its getting out of hand yeah
479,4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",I'm Good (Blue),Parlophone UK,20,1,20,25,212714,Finland,4uUG5RXrOk84mYEfFvj3cK,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,175238,4,2022-08-26,im good yeah im feelin alright baby ima have the best fuckin night of my life and wherever it takes me im down for the ride baby dont you know im good yeah im feelin alright cause im good yeah im feelin alright baby ima have the best fuckin night of my life and wherever it takes me im down for the ride baby dont you know im good yeah im feelin alright dont you know im good yeah im feelin alright you know im down for whatever tonight i dont need the finer things in life no matter where i go its a good time yeah and i i dont need to sit in vip middle of the floor thats where ill be dont got a lot but thats enough for me yeah cause im good yeah im feelin alright baby ima have the best fuckin night of my life and wherever it takes me im down for the ride baby dont you know im good yeah im feelin alright im good good im good dont you know im good yeah im feelin alright so i just let it go let it go oh nanananana no i dont care no more care no more oh nanananana so come on let me know let me know put your hands up nanana no baby nothings gonna stop us tonight you might also like cause im good yeah im feelin alright baby ima have the best fuckin night of my life and wherever it takes me im down for the ride baby dont you know im good yeah im feelin alright18
480,0yLdNVWF3Srea0uzk55zFn,Miley Cyrus,Flowers,Columbia,1,1,2,5,2677994,France,0yLdNVWF3Srea0uzk55zFn,0.707,0.681,0,-4.325,1,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999,200455,4,2023-01-13,we were good we were gold kinda dream that cant be sold we were right til we werent built a home and watched it burn mm i didnt wanna leave you i didnt wanna lie started to cry but then remembered i i can buy myself flowers write my name in the sand talk to myself for hours say things you dont understand i can take myself dancing and i can hold my own hand yeah i can love me better than you can can love me better i can love me better baby can love me better i can love me better baby paint my nails cherryred match the roses that you left no remorse no regret i forgive every word you said ooh i didnt wanna leave you baby i didnt wanna fight started to cry but then remembered i i can buy myself flowers write my name in the sand talk to myself for hours yeah say things you dont understand i can take myself dancing yeah i can hold my own hand yeah i can love me better than you can can love me better i can love me better baby can love me better i can love me better baby can love me better i can love me better baby can love me better i ooh i you might also like i didnt wanna leave you i didnt wanna fight started to cry but then remembered i i can buy myself flowers uhhuh write my name in the sand talk to myself for hours yeah say things you dont understand better than you i can take myself dancing yeah i can hold my own hand yeah i can love me better than yeah i can love me better than you can can love me better i can love me better baby uh can love me better i can love me better baby than you can can love me better i can love me better baby can love me better
481,16FTTvpIgihyei3EBNw1jd,"GAULOIS, Ninho",Jolie (feat. Ninho),La G Corp / Tiens Tiens Retiens,2,1,1,5,2349394,France,16FTTvpIgihyei3EBNw1jd,0.717,0.686,1,-6.388,0,0.0483,0.141,0.0,0.208,0.653,134.067,159573,4,2023-01-13,pretty aatlas eheh mafia exi eh eh lots of weight on the shoulders hard to carry but its ok ive already escaped from the country i should think of myself me gaul tell me how is it how they take people for idiots hum my mothers life isnt like that electric i redecorate eheh i wanted everything right now now now why am i going to have it tomorrow tomorrow question of behavior han six pm midnight im half half and mom worries a lot a lot and dad doesnt say anything nothing millions the noose around the neck i believe that all that its rhyme to nothing im going to buy several calibers brr my friends will be my shooters eh but hey its better to whisper the walls listen at all hours every day youre not here so i dont know what youre talking about what i dont know who youre talking about i hope youre not talking about me eheh its not pretty pretty i think they dear to me hum 1143 full of worries but im here there 1143 full of worries but im there once in front tell me how do we do it um heart in the garage damaged i have to fix it once youve fired then reloaded its not the same oh la la its not the same anymore eh eh tell me how do we do it playmaker i come out second number ten start third very few paid home very few paid home too many profits i only do ar it can turn you on at home the cops track us and there are deals at ridiculous prices often pissed off ask joe joe its going well there in monaco im in the eighth i screw the coke dude of the ninetwo we have the coast i have my brolique i cant taste i have my brolique i cant taste i speak in nouchi everything is coded and my brother is not going to fall its not pretty pretty i think they got me there 1143 full of worries but im here there 1143 full of worries but im there once in front tell me how do we do it um heart in the garage damaged i have to fix it once youve fired then reloaded its not the same oh la la its not the same anymore eh eh tell me how do we do it you might also like its g its gaul its nanterre tell me how do we do it
