,track_id,artist_names,track_name_ed,lyrics
636,4Fr0vY8vcyn4nSf4b1OTR9,Pil C,Neviem čo som mal,"Neviem čo som mal Lyrics

Yeah, uh-huh
Neviem čo som mal, neviem čo som mal
Cítim sa jak v bezvedomí baby, neviem čo som mal
Čo si mal?
Veľa ľudí rozmazaných okolo mňa
Neviem čo som mal, neviem čo som mal
Neviem čo som mal, neviem čo som mal
Cítim sa jak v bezvedomí baby, neviem čo som mal
Veľa ľudí rozmazaných okolo mňa
Neviem čo som mal, neviem čo som mal, neviem čo som mal
Sedím v štúdiu, neviem aký je deň
Iba mi slová vychádzajú z mojej pusy (Myslím na tvoju pusu)
Píšem to do telefónu aj na papier
Píšem ti, že ak ma chceš, tak to môžeš skúsiť (Prídi ku mne)
Robíme lásku na koberci v štúdiu
Potom o tom napíšem text, je to true shit (Jak my)
Mikrofón nahráva na pozadí zvuky našich tiel
Pot jej steká po krku, srdce jej búši

Ona chcela zachrániť, no baby nie som doktor
Ona chcela spasiť, baby toto nie je kostol
Dívam sa na teba shawty, vážne neviem čo skôr
Zober si ma na jednú noc, nebudem klásť odpor
Ona chcela zachrániť, no baby nie som doktor
Ona chcela spasiť, baby toto nie je kostol
Dívam sa na teba shawty, vážne neviem čo skôr
Zober si ma na jednú noc, nebudem klásť odpor

Neviem čo som mal, neviem čo som mal
Cítim sa jak v bezvedomí baby, neviem čo som mal
Čo si mal?
Veľa ľudí rozmazaných okolo mňa (Démoni)
Neviem čo som mal, neviem čo som mal
Neviem čo som mal, neviem čo som mal
Cítim sa jak v bezvedomí baby, neviem čo som mal
Veľa ľudí rozmazaných okolo mňa
Neviem čo som mal, neviem čo som mal, neviem čo som mal
You might also like
Milovať znamená byť zraniteľný
Miluj čokoľvek a tvoje srdce bude ohrozené
Ak si chceš byť istý, že zostane neporušené, nesmieš ho dať nikomu
Starostlivo ho zabaľ do záľub alebo luxusu
Zamkni ho bezpečne do rakvi alebo do skrinky svojho sebectva
Ale v tej rakve, v bezpečí, tme, bez pohybu a vzduchu sa všetko zmení
Srdce nebude zlomené, stane sa nerozbitným Nepreniknuteľným, nenapraviteľným
Milovať znamená byť zraniteľnýEmbed"
637,2gabYQpZMiMuujoHreQw2o,Pil C,Classy,"Classy Lyrics

(What it do, hp?)
Beamer, Benz or Bentley
Beamer, Benz or Bentley
Beamer, Benz or Bentley
My jeans are never empty, bitch
Beamer, Benz or Bentley
Beamer, Benz or Bentley
Beamer, Benz or Bentley
The scheming don't affect me
Beamer, Benz or Bentley, chcem ich kurva všetky
Čierné kukle, čierné vesty jak členovia sekty
Beamer, Benz or Bentley, chcem ich kurva všetky
Čierné kukle, čierné vesty jak členovia sekty
Beamer, Benz or Bentley, chcem ich kurva všetky
Čierné kukle, čierné vesty jak členovia sekty
Beamer, Benz or Bentley, chcem ich kurva všetky
Čierné kukle, čierné vesty jak členovia sekty

V shotgune je bad bi', BFF je back seat (Back seat)
Celkom sexy (Predkloň sa), že taká nie je, postne trap
Do hodiny je nasty, chce dick a nie kvety
Classy, má workout, robí na mne drepy
Apple Watch meria tepy
Červené svetlo svieti, chce moje deti
Ževraj ju niečo škrabe v hrdle, tu máš baby, dám ti Strepsils (Heheh)
Cítim sa ako doktor, povedz mi čo chceš, mám všetky lieky

Beamer, Benz or Bentley
Beamer, Benz or Bentley
Beamer, Benz or Bentley
My jeans are never empty, bitch
Beamer, Benz or Bentley
Beamer, Benz or Bentley
Beamer, Benz or Bentley
The scheming don't affect me
You might also like
Daj mi head, daj mi face
Keby sex a šport, tak som Michael Phelps
Keby sex a skate, tak som Tony Hawk
Heheh, povedz dosť, povedz vtedy, keď máš dosť
Povedz stop, som v tom pro
Nemám auto, ja mám spaceship
Zomrem šťastný –⁠ Kevin Spacey
Som tvoj šofér slečny Daisy
Vroom, poď so mnou na Mars
Pijem šampanské, takže polku vypijem a polku vylejem na nás, je to crazy

Beamer, Benz or Bentley, chcem ich kurva všetky
Čierné kukle, čierné vesty jak členovia sekty
Beamer, Benz or Bentley, chcem ich kurva všetky
Čierné kukle, čierné vesty jak členovia sekty
Beamer, Benz or Bentley, chcem ich kurva všetky
Čierné kukle, čierné vesty jak členovia sekty
Beamer, Benz or Bentley, chcem ich kurva všetky
Čierné kukle, čierné vesty jak členovia sektyEmbed"
638,7rVRO72e2V9R38yYD1dxPh,"Pil C, LNLY J",Inverzia - Bonus,"Inverzia (Bonus) Lyrics

Baby, sľubujem ti, dneska nepôjdeme home
Rána sú tak chladné, keď nebývaš nado mnou
Tvoje nahé telo je na mojom, bože môj
Chcem byť stále v tebe, celú noc aj celý rok
Baby, sľubujem ti, dneska nepôjdeme home
Rána sú tak chladné, keď nebývaš nado mnou
Tvoje nahé telo je na mojom, bože môj
Chcem byť stále v tebe, celú noc aj celý rok
Poznal som ťa predtým, poznal som ťa v mojich snoch (V mojich snoch)
Je to nejaká doba, čo sa cítim byť fakt broke (Som lost)
Všade, kam sa pozrem, okolo mňa cítim zlo (Cítim zlo)
Chýť ma za ruku, pomôž mi nájsť únik von (Preč)
Aj keď svetlá zhasnú, baby, ja tam budem stáť (Budem tam)
Nedovolím im, nech sa postavia medzi nás (Nikomu)
Ak nám hvezdy budú priať, tak budeš posledná
Kričím na teba, no vracia sa mi ozvena

Cez chladný svet tam vonku počujem tvoj jemný hlas
Kráčame si Prahou v takých istých mikinách
Naše telá prepletené v mojich perinách
Prišla si len náhodou a zastavila čas
Žiadna iná nemá takú auru
Mám už od teba nejednu jazvu
Počkáme sa na okraji mesta, kde si na kameru svietila mi ako perla
Od tej doby nevieme fakt prestať
Aké by to bolo, keby napísal som dneska
Aké by to bolo, keby napísal som dneska

Vrátim sa späť až keď budem toho mať baby dosť
Už mám toho dosť, možno chcem ale o trochu viac
Si necítim tvár, sľubujem poslednýkrát
Nadomnou zasa iná, jej dotyky budia mi zlo
You might also like
Baby, sľubujem ti, dneska nepôjdeme home
Rána sú tak chladné, keď nebývaš nadomnou
Tvoje nahé telo je na mojom, bože môj
Chcem byť stále v tebe, celú noc aj celý rok
Baby, sľubujem ti, dneska nepôjdeme home
Rána sú tak chladné, keď nebývaš nadomnou
Tvoje nahé telo je na mojom, bože môj
Chcem byť stále v tebe, celú noc aj celý rokEmbed"
639,7BUHKcrvmr9WIAgEBkwukl,เรนิษรา,ผู้ถูกเลือกให้ผิดหวัง,"ผู้ถูกเลือกให้ผิดหวัง (ดอกไม้ฤดูหนาว) - Sad flower Lyrics

ทำไมยังเป็นฉันที่ต้องผิดหวัง
รักใครกี่ครั้งต้องปวดร้าว
กอดตัวเองทุกครั้งเมื่ออากาศหนาว
ค่ำเย็นจนเช้าก็ยังเหงา

ถ้าหากฉันจะขอพรบ้างได้ไหม
ขอใครได้ไหม ให้เขาอยู่ยาว
คนที่กอดฉันไว้เมื่ออากาศหนาว
มันจะมีใช่ไหม
ก็เมื่อฉันรักใคร ฉันต้องเป็นคนผิดหวัง
สุดท้ายเมื่อรักไป หัวใจต้องแตกทุกครั้ง
ทำไมต้องเป็นฉัน ผู้ถูกเลือกให้ผิดหวัง
อากาศหนาวทำให้หัวใจฉันกลับมาเหงาอีกครั้ง
ลมพัดเธอหายไป เหลือไว้แค่เพียงความหลัง
สุดท้ายก็เป็นฉัน ผู้ถูกเลือกให้ผิดหวัง
เหมือนเดิม

ในช่วงที่ความรักผลิบานอีกครั้ง
พระจันทร์และดอกไม้ดูเปลี่ยนไป
มองกลับมาที่ฉัน ยังไม่ไปไหน
ทุกคนจากไป ไม่กลับมา

ถ้าหากฉันจะขอพรบ้างได้ไหม
ขอใครได้ไหม ให้เขาอยู่ยาว
คนที่กอดฉันไว้เมื่ออากาศหนาว
จะเป็นเธอใช่ไหม

ก็เมื่อฉันรักใคร ฉันต้องเป็นคนผิดหวัง
สุดท้ายเมื่อรักไป หัวใจต้องแตกทุกครั้ง
ทำไมต้องเป็นฉัน ผู้ถูกเลือกให้ผิดหวัง
อากาศหนาวทำให้หัวใจฉันกลับมาเหงาอีกครั้ง
ลมพัดเธอหายไป เหลือไว้แค่เพียงความหลัง
สุดท้ายก็เป็นฉัน ผู้ถูกเลือกให้ผิดหวัง
เหมือนเดิม
You might also like
สิ้นหน้าหนาว คงทำให้ใจฉันมีความหวังอีกครั้ง
ดอกไม้ข้างในหัวใจฉันไม่เฉาเหมือนวันนั้น
ขอให้ไม่เป็นฉัน ผู้ถูกเลือกให้ผิดหวัง
อีกเลยEmbed"
640,4CdW5KKyIjrpx6Hz981dUt,CHRRISSA,เลือดกรุ๊ปบี,"TranslationsEnglishRomanizationเลือดกรุ๊ปบี - B Blood Type Lyrics

ฉันเนี่ยมันไม่ดีตรงไหน
เธอจึงหายจากกัน
แป๊บหนึ่งที่เธอเคยบอกฉัน
จนวันนั้นก็ยังไม่อ่าน

นานป่านนี้เธอจะเป็นอะไรไปหรือเปล่า
เธอบอกแป๊บแต่สุดท้ายก็กลายเป็นว่างเปล่า
ต้องมีอะไรผิดพลาดตรงไหน
ไม่เข้าใจเลยสักครั้้ง
ไอ้ที่เขาทำฉันนั้นก็ทำ
แต่ทำและไม่เคยสมหวัง
หรืออาจเป็นเพราะพื้นดวงหรือเปล่า
หรือเป็นที่ราศีของดวงดาว
เลยทำให้ฉันต้องเหงาอย่างงี้อยู่ใช่ไหม

ก็แค่ต้องการให้ใครมาคอยช่วยดูแลความเหงา
หรือเป็นเพราะเราเกิดมาในเดือนประจำคนโสดอยู่ใช่ไหม
หรือเป็นเพราะเลือดกรุ๊ปบีหรือเปล่า
ต้องเปลี่ยนเบอร์โทรสักทีหรือเปล่า
ขอแค่ให้ฉันมีคนมารักหน่อยได้ไหม
ไม่โสดอีกแล้วได้เปล่า

ขอถามได้ไหมผิดอะไร
เธอจึงไม่ต้องการ
แล้วฉันก็ได้แค่หวัง
เธอจะคิดถึงฉันบ้าง

นานป่านนี้เธอจะเป็นอะไรไปหรือเปล่า
เธอบอกแป๊บแต่สุดท้ายก็กลายเป็นว่างเปล่า
You might also like
ต้องมีอะไรผิดพลาดตรงไหน
ไม่เข้าใจเลยสักครั้้ง
ไอ้ที่เขาทำฉันนั้นก็ทำ
แต่ทำและไม่เคยสมหวัง
หรืออาจเป็นเพราะพื้นดวงหรือเปล่า
หรือเป็นที่ราศีของดวงดาว
เลยทำให้ฉันต้องเหงาอย่างงี้อยู่ใช่ไหม

ก็แค่ต้องการให้ใครมาคอยช่วยดูแลความเหงา
หรือเป็นเพราะเราเกิดมาในเดือนประจำคนโสดอยู่ใช่ไหม
หรือเป็นเพราะเลือดกรุ๊ปบีหรือเปล่า
ต้องเปลี่ยนเบอร์โทรสักทีหรือเปล่า
ขอแค่ให้ฉันมีคนมารักหน่อยได้ไหม
ไม่โสดอีกแล้วได้เปล่า

เมื่ออยากได้รักก็ให้เขาไป แต่สุดท้ายไม่เคยได้กลับมา
รอต่อไปก็เปลืองเวลา ต้องเสียน้ำตา ไม่เคยได้ใจ
ดีไม่พอ ไม่พอใจ จะเอาอะไร เธอก็ว่ามา
บอกมานะ ที่เธอต้องการ เธอชอบคนแบบไหน

ต้องมีอะไรผิดพลาดตรงไหน
ไม่เข้าใจเลยสักครั้้ง
ไอ้ที่เขาทำฉันนั้นก็ทำ
แต่ทำและไม่เคยสมหวัง
หรืออาจเป็นเพราะพื้นดวงหรือเปล่า
หรือเป็นที่ราศีของดวงดาว
เลยทำให้ฉันต้องเหงาอย่างงี้อยู่ใช่ไหม
ก็แค่ต้องการให้ใครมาคอยช่วยดูแลความเหงา
หรือเป็นเพราะเราเกิดมาในเดือนประจำคนโสดอยู่ใช่ไหม
หรือเป็นเพราะเลือดกรุ๊ปบีหรือเปล่า
ต้องเปลี่ยนเบอร์โทรสักทีหรือเปล่า
ขอแค่ให้ฉันมีคนมารักหน่อยได้ไหม
ไม่โสดอีกแล้วได้เปล่าEmbed"
641,00Tm1bspfNQJnaWAoQK2eC,"YOUNGOHM, SONOFO",ธาตุทองซาวด์,"ธาตุทองซาวด์ (Thatthong Sound) Lyrics

Yo, และนี้คือเสียงจากเด็กวัด
แข็งแรงเหมือนกับมึงเอาเหล็กงัด
พูดเบาๆ แต่ไกลไปเจ็ดวัด
มึงตั้งใจฟังนะ
กว่าจะนิ่งมึงก็ต้องกลิ้งมาก่อน
ได้เวลาซิ่งมึงก็ต้องวิ่งมาบอก
ก่อนจะวิ้น ก็คงต้องปลิ้นมาก่อน
และถ้ามึงยังไม่สิ้นมึงก็คงต้องดิ้นไปก่อน
และนี้คือ Thatthong Sound ของแท้
พวกกูนั่งมองดาว
ถึงไม่มีเครื่องเพชรแวววาว
แต่กูทำให้ Thatthong proud
กูไม่มีวันลืมว่ากูมาจากไหน
และกูต้องพยายามขนาดไหน
ถ้าเป็นกูคนเดียวกูคงมิอาจไหว
แต่นี้คือ Thatthong team mafucker
เพื่อนๆ ล่ะกูรถแรงสัส
แม่งซิ่งกันจัด แต่ผมไม่ขับนะคุณแม่ผมไม่ให้ขับ อ๊ะๆ
และเพื่อนสาวผมนี้ก็ปากแดงจัด
โปรงสั้นกันจัด โปรงสั้นกันจัด สวยจังนะอีสัส (YOUNGOHM, motherfucker)

เกิดบนดินไม่ใช่ดาว
แต่ตอนเนี้ย เหมือนกูอยู่บนดาวไม่ใช่ดิน, ah
ทุบแผ่นดินให้เป็นซาวด์
พวกกู make it loud ไปให้มึงได้ยิน, ah
และเนี้ยคือเสียงจากเด็กวัด
เสียงนี้บ่งบอกตัวตนที่เด่นชัด
ก็แค่เด็กธรรมดาพวกกูก็ไม่ได้เก่งนะ
แต่เรื่องยอมแพ้อ่ะไอสัสพวกกูไม่ค่อยจะเก่งนักหว่ะ

อีกี้นี้มันเป็นสก๊อย ไปกับผู้บ่อย ผู้พาไป skrrt
อีกี้ชอบไป skrrt แต่เปลี่ยนผู้บ่อย สงสัยไม่ work
ไอแมนตอนม.ต้น เป็นคนดี แต่อยากมีสตรีเลยเปลี่ยนไปเป็น thug
แอบมองเธออยู่ทุกที แต่ว่าผัวเธอมี อ่ะ so hurt, so hurt

วันๆ ไม่เรียนตามประสาตื้ด
แต่งหน้าแต่งตาหลังมื้อ
เอ้า สายตื้ด ๆ เลยไม่ต้องยื้อ
เอาให้ครึกเอาให้ครื้น
วัยนี้ใจมันต้องมาก่อน
ไม่ต้องหยุดผมหรอก
เพราะผมมันตัวจี๊ด
Welcome to Thailand only
แต่ถ้าน้องอยู่กับพี่ แบบนี้ต้องชนแก้ว (เอ้า โชนนน)
ส้มโอ ส้มโอจะเอายังไง
น้องฝ้ายยังไงก็ได้
ส่วนน้องชมพู่อู้หูว อย่างได้
อยากได้ อยากได้ แบบเนี้ย อยากได้
โบ๊ะขาว แบบเนี้ยอยากได้
ปากแดง แบบเนี้ยอยากได้
ยิ่งขาว ยิ่งยาว ยิ่งได้
นุ่งสั้นยิ่งชอบ แบบเนี้ยอยากได้
You might also like
This is the sound from Thailand
ถ้าไม่ใช่กูถ้าไม่ใช่กูจะเป็นใครแทนอ่ะอ่ะ
This is the sound from Thailand
ถ้ามึงไม่เคยฟัง มึงก็ฟังให้ดีเย็ดแม่
ถ้าไม่ฟังเดี๋ยวโดนกูเช็คแน่
เห้ยมึงพิมพ์มากไปเดี๋ยวนิ้วก็เคล็ดแย่
แต่บนคอกูเนี้ยเป็นเพชรแน่
อะไรที่ไม่ถูกบอกพวกเราให้ let's แก้ดิ
ใครไม่เกี่ยวก็อย่าเสือกไอเย็ดแม่นิ

เพื่อนๆ ล่ะกูรถแรงสัส
แม่งซิ่งกันจัด แต่ผมไม่ขับนะคุณแม่ผมไม่ให้ขับ อ๊ะๆ
และเพื่อนสาวผมนี้ก็ปากแดงจัด
โปรงสั้นกันจัด โปรงสั้นกันจัด สวยจังนะอีสัส

Uh, never seen her before
Short outfits pretty girl on the floor
แต่เล็กจนโต ดำเหมือนตอตะโก
ออกจาก zone พวกกูขึ้นไป Show
Underground shit กู turn pro
พวกกูยกล้อซิ่ง turbo
น้องสาวอยากจะใจแลกใจ
ถูกใจพี่ขอเบอร์ห้องไม่เอาเบอร์โทร อ่อ
พวกกูเคี่ยวกันเอง ไม่ต้องมีใครสอนแร็ป
ลงสนามให้ตัวกูเป็นคนสอนแยป
มีแต่เพื่อนเท่านั้นที่รู้ว่ากูลำบาก
กูจะไม่ให้เพื่อนกู broke อีกเป็นอันขาด
ที่ที่พวกกูโตมันก็ไม่ได้สะดวกสบายมาก
แต่ก็ทำให้พวกกูโตขึ้นมาและกลายเป็นชายชาติ
จำเอาไว้ให้ดีมันไม่สำคัญว่ามึงจะเกิดที่ไหน
จงเป็นให้เหมือนต้นไม้ที่พร้อมจะเกิดในศพที่ตายซาก
ไม่เคยคิดเอาเปรียบ และพวกกูให้เกียรติ
ต่างชาติ ต่างศาสตร์ แต่กูไม่เหยียด
ต่างสี ต่างแนว ต่างฐานะ ต่างวรรณนะ ต่างกันนะ
แต่กูไม่เบียนและไม่เบียด
ชีวิตแม่งต้องผสมผสาน
ปะปนมีทั้งขมทั้งหวาน
มึงอย่ารอให้ใครมาสงมาสาร
จะสนวิญาณหรือจะสนสังขาน
หรือว่าจะทำให้มันเป็นคู่ขนาน
Let's get it, man

อีกี้นี้มันเป็นสก้อย ไปกับผู้บ่อย ผู้พาไป skrrt
อีกี้ชอบไป skrrt แต่เปลี่ยนผู้บ่อย สงสัยไม่ work
ไอแมนตอนม.ต้น เป็นคนดี แต่อยากมีสตรีเลยเปลี่ยนไปเป็น thug
แอบมองเธออยู่ทุกที แต่ว่าผัวเธอมี อ่ะ so hurt, so hurtEmbed"
642,3XCoEJvCYqTbM8bhples8N,"Musketeers, Maiyarap",พิจารณา,"พิจารณา (consider) Lyricsในวันที่เธอมาบอก เรื่องราวความรักของสองเรา
ว่าฉันนั้นเคยรู้สึก ว่ามันน้อยลงบ้างหรือเปล่า
และหากว่าเป็นอย่างนั้นฉันก็คงจะไปจากเธอ
จะนอนก็ยังละเมอคิดถึงเธอคนเดียวทุกวัน
ไม่รู้ว่าเพราะอะไรทำให้เธอคิดไปอย่างนั้น
คิดมากไปนะเธอ
แต่ฉันยังทำงานตั้งแต่จันทร์ไปจนวันเสาร์
อาทิตย์ก็ยังมีเราเธอว่ามันน้อยไปรึเปล่า
หากว่าน้อยไปฉันจะเล่าให้ฟัง
ว่ารักที่มีให้เธอมากกว่าดาวที่ลอยบนฟ้า
ไม่น้อยกว่านกอินทรีย์และมวลแมลงในท้องนภา
มากกว่าพื้นดิน ไม่เท่าเม็ดทรายบนชายหาด
และถ้ามันยังคงไม่พอให้เอาทะเลไปรวมกับเขา
ให้มีทั้งแสงและเงาละอองดอกไม้ที่ในอากาศ
มีแค่เท่านี้ โปรดเธอพิจารณา
ที่ฉันต้องทำงานหนัก (ที่ฉันต้องทำงานหนัก)
ไม่เคยคิดเลยจะพักผ่อน (ไม่เคยคิดเลยจะพักผ่อน)
จะนอนก็ไม่ได้นอน (ไม่ได้นอนไม่ได้นอน) แค่อยากให้เธอนั้นสบาย
เอาอะไรมาแลกฉันก็คงไม่ยอม
ต่อให้ทำงานหนักไม่หลับไม่นอน
เอาเธอไปเขียนลงไปในกลอน
เพื่อให้เธอสบายอะไรก็ยอม
หากเธอน้อยใจ ฉันจะเล่าอีกที
ว่ารักที่มีให้เธอมากกว่าดาวที่ลอยบนฟ้า
ไม่น้อยกว่านกอินทรีย์และมวลแมลงในท้องนภา
มากกว่าพื้นดิน ไม่เท่าเม็ดทรายบนชายหาด
และถ้ามันยังคงไม่พอให้เอาทะเลไปรวมกับเขา
ให้มีทั้งแสงและเงาละอองดอกไม้ที่ในอากาศ
มีแค่เท่านี้ โปรดเธอพิจารณา
อยากให้เธอช่วยพิจารณาคนคนนี้ที่มันธรรมดา
ที่ดันโชคดีเหลือเกินที่ได้เธอมาประดับประดา
ฉันอยากจะดูแลเธอให้ดี เท่าที่มีมันยังไม่พอ
อย่าน้อยใจไปเลยคนดี รูปเธอที่มีฉันก็ตั้งอยู่ที่จอ
ฉันไม่อยากให้เธอนั้นต้องมาอายใครเขา
ทำงานตั้งแต่จันทร์ยาวจนไปเสาร์
ไอ้ที่ว่าน้อยลง คงมีแต่เงินในเป๋า
สาบานให้ตาย ให้ฉันโดนไฟเผา
ถึงทะเลาะกันบ้าง ก็อดทนเนาะเธอ
สำหรับฉันเธอคือที่สุดของใจ
ตั้งใจเก็บเงินจะไปสู่ขอเธอ
ไม่ว่าเธอจะเคยเป็นของใคร
ทำให้คนอื่นเห็นว่าฉันดูแลเธอได้
ถ้ามันมีเดิมพัน เรื่องรักเธอพ่าย
จะไม่มีสิ่งใด ที่มาแทนเธอได้หรอก
จะรีบกลับบ้าน ฉันต้องการที่จะได้กอด
แต่ถ้าหากยังน้อยใจ ฉันจะเล่าอีกครั้ง
ว่ารักที่มีให้เธอมากกว่าดาวที่ลอยบนฟ้า
ไม่น้อยกว่านกอินทรีย์และมวลแมลงในท้องนภา
มากกว่าพื้นดิน ไม่เท่าเม็ดทรายบนชายหาด
และถ้ามันยังคงไม่พอให้เอาทะเลไปรวมกับเขา
ให้มีทั้งแสงและเงาละอองดอกไม้ที่ในอากาศ
มีแค่เท่านี้ โปรดเธอพิจารณาYou might also likeEmbed"
643,7gRFDGEzF9UkBV233yv2dc,BLACKPINK,Shut Down,"TranslationsRomanizationEnglishEspañolFrançaisPortuguêsРусскийDanskไทย / Phasa ThaiTürkçe中文Shut Down Lyrics

BLACKPINK in your area, eh-oh
BLACKPINK in your area, eh-oh

컴백이 아냐 떠난 적 없으니까
고개들이 돌아 진정해 목 꺾일라
분홍빛의 얼음 drip, drip, drip, freeze 'em on sight
Shut it down, what, what, what, what?
게임이 아냐 진 적이 없으니까
짖어봐 네 목에 목줄은 내 거니까
땅바닥에 닿은 pedal, we go two-zero-five
Shut it down, uh-uh, uh-uh
초록 비를 내려 머리 위로, don't trip, baby
겸손하게 그냥 앉아있어, just sit, baby
Praying for my downfall, many have tried, baby
Catch me when you hear my Lamborghini go vroom, vroom, vroom, vroom

When we pull up, you know it's a shutdown
간판 내리고 문 잠가 shut down
Whip it, whip it, whip it, whip it
Whip it, whip it, whip it, whip it
It's black and it's pink once the sun down
When we pull up, you know it's a shutdown
간판 내리고 문 잠가 shut down
Whip it, whip it, whip it, whip it
Whip it, whip it, whip it, whip it
Keep watchin' me shut it down

Nah, you don't wanna be on my bad side
That's right, I'm slidin' through
Bunch of wannabes that wanna be me
Me three, if I was you
Been around the world, pearls on ya girl
VVS's, we invested, uh
Need a lesson, see the necklace, see these dresses
We don't buy it, wе request it, uh
A rock star, a pop star, but rowdier
Say byе to the paparazzi, get my good side, I'll smile for ya
Know it ain't fair to ya, it's scarin' ya like what now?
BLACKPINK in your area, the area been shut down
It's a shutdown
You might also like
네 다음 답안지야 똑바로 봐, don't sleep, baby
뒤집어봐 이건 가격표야, ain't cheap, baby
Stay in your own lane 'cause I'm 'bout to swerve
Catch me when you hear my Lamborghini go vroom, vroom, vroom, vroom

When we pull up, you know it's a shutdown
간판 내리고 문 잠가 shut down
Whip it, whip it, whip it, whip it
Whip it, whip it, whip it, whip it
It's black and it's pink once the sun down
When we pull up, you know it's a shutdown
간판 내리고 문 잠가 shut down
Whip it, whip it, whip it, whip it
Whip it, whip it, whip it, whip it
Keep watchin' me shut it down

Shut it down (Eh-oh), BLACKPINK in your area
Shut it down (Eh-oh), woah, woah, woah, woah
Shut it down (Eh-oh), BLACKPINK in your area
Keep talkin', we shut you down48Embed"
644,03Yp2uEOtPGHQ6E9XSjmyv,"Pop Pongkool, Da Endorphine",สลักจิต,None
645,4fwPmzupzsPEzwquuuVaiw,AYLA's,จากตรงนี้ที่(เคย)สวยงาม [La La Bye],None
646,0ZcyX8hFV1jdJNWOI8mMXF,"YEW, LANDOKMAI",Summertime,None
647,6m1TWFMeon7ai9XLOzdbiR,BTS,FAKE LOVE,"TranslationsEnglishRomanizationEnglishShqipفارسیFrançaisDeutschहिन्दीItalianoУкраїнськаEspañolไทย / Phasa ThaiTürkçeTiếng ViệtEnglishPortuguêsFAKE LOVE Lyrics

널 위해서라면 난
슬퍼도 기쁜 척 할 수가 있었어
널 위해서라면 난
아파도 강한 척 할 수가 있었어
사랑이 사랑만으로 완벽하길
내 모든 약점들은 다 숨겨지길
이뤄지지 않는 꿈속에서
피울 수 없는 꽃을 키웠어
I'm so sick of this fake love, fake love, fake love
I'm so sorry but it's fake love, fake love, fake love

I wanna be a good man just for you
세상을 줬네 just for you
전부 바꿨어 just for you
Now I don't know me, who are you?
우리만의 숲 너는 없었어
내가 왔던 route 잊어버렸어
나도 내가 누구였는지도 잘 모르게 됐어
거울에다 지껄여봐 너는 대체 누구니

널 위해서라면 난
슬퍼도 기쁜 척 할 수가 있었어
널 위해서라면 난
아파도 강한 척 할 수가 있었어
사랑이 사랑만으로 완벽하길
내 모든 약점들은 다 숨겨지길
이뤄지지 않는 꿈속에서
피울 수 없는 꽃을 키웠어

Love you so bad, love you so bad
널 위해 예쁜 거짓을 빚어내
Love it's so mad, love it's so mad
날 지워 너의 인형이 되려 해
Love you so bad, love you so bad
널 위해 예쁜 거짓을 빚어내
Love it's so mad, love it's so mad
날 지워 너의 인형이 되려 해
You might also like
I'm so sick of this fake love, fake love, fake love
I'm so sorry but it's fake love, fake love, fake love

Why you sad? I don't know 난 몰라
웃어봐 사랑해 말해봐
나를 봐 나조차도 버린 나
너조차 이해할 수 없는 나
낯설다 하네
니가 좋아하던 나로 변한 내가
아니라 하네
예전에 니가 잘 알고 있던 내가
아니긴 뭐가 아냐 난 눈 멀었어
사랑은 뭐가 사랑 it's all fake love

(Woo) I don't know, I don't know, I don't know why
(Woo) 나도 날 나도 날 모르겠어
(Woo) I just know, I just know, I just know why
'Cause it's all fake love, fake love, fake love

Love you so bad, love you so bad
널 위해 예쁜 거짓을 빚어내
Love it's so mad, love it's so mad
날 지워 너의 인형이 되려 해
Love you so bad, love you so bad
널 위해 예쁜 거짓을 빚어내
Love it's so mad, love it's so mad
날 지워 너의 인형이 되려 해
I'm so sick of this fake love, fake love, fake love
I'm so sorry but it's fake love, fake love, fake love

널 위해서라면 난
슬퍼도 기쁜 척 할 수가 있었어
널 위해서라면 난
아파도 강한 척 할 수가 있었어
사랑이 사랑만으로 완벽하길
내 모든 약점들은 다 숨겨지길
이뤄지지 않는 꿈속에서
피울 수 없는 꽃을 키웠어201Embed"
648,4gNkIyfaf2iwPgeLSVIj8O,Jeff Satur,ลืมไปแล้วว่าลืมยังไง,None
