,track_id,artist_names,track_name,lyrics
87,1jHgfC8T5KxUyC5Ldw6lk9,Leo Santana,Zona De Perigo,"Zona de Perigo Lyrics

Leo Santana

É sensacional
O jeito que ela faz comigo
É fora do normal
Eu tô na zona de perigo
Foi beijando minha boca
Com a mão na minha nuca
Essa bebê provoca
A bunda dela pulsa
Vem deslizando, vai
Que eu tô gostando, vem
Ela me pede mais
Não para não, meu bem
E vem sentando gostosinho pro pai
E vem jogando de ladinho, neném
Vem deslizando, vai
Que eu tô gostando, vem
Ela me pede mais
Não para não, meu bem
E vem sentando gostosinho pro pai
E vem jogando de ladinho, neném
Vem deslizando, vai
Quе eu tô gostando, vem
Olha, ela mе pede mais
Não para não, meu bem
E vem sentando gostosinho pro pai
E vem jogando de ladinho, neném

Sensacional
O jeito que ela faz comigo
É fora do normal
Tô na zona de perigo
Foi beijando minha boca
Com a mão na minha nuca
Essa bebê provoca
A bunda dela pulsa
You might also like
Vem deslizando, vai
Que eu tô gostando, vem
Ela me pede mais
Não para não, meu bem
Vem sentando gostosinho pro pai
Vem jogando
Vem deslizando, vai
Que eu tô gostando, vem
Ela me pede mais
Não para não, meu bem
Vem sentando gostosinho pro pai
Vem jogando de ladinho, neném
Vem deslizando, vai
Que eu tô gostando, vem
Ela me pede mais
Não para não, meu bem
E vem sentando gostosinho pro pai
Vem jogando de ladinho, nenémEmbed"
88,2K9kZpwD2CzTa6iiSYYOoO,Marília Mendonça,Leão,"Leão Lyrics

Beijo, Xamã
Segura, Xamã

Que o Sol da manhã te dissolva, seu vampiro de filmes pastelão
Mas quem vai nos julgar?!
Sou seu despenteado leão
Sei que 'cê me entende bem
Sempre foge quando namora
Se você não ama ninguém
Por que tá me escutando agora?
Sua linda, tão louca, minha Mona Lisa, tira a minha roupa
Me fascina nessa sina, me beija na boca
Minha mulher menina, me ensina ser vida louca
Teu olho piscina, me afoga e faz boca a boca
Renova minha rima, vem dе garfo que hoje é sopa, menina

Mas quеm vai nos julgar?
Vilão particular

Se eu subo nesse palco aqui
Foi Deus que me criou assim
E os holofotes vêm ao meu encontro
É que eu te amo e nem te conto
Não, não posso ser seu santo
Sou fato ou hipótese
Sou rei, cigano ou nômade
Desculpe esse meu jeito soberano
Mas hoje é por você que eu canto
É por você que eu canto (Vem)
You might also like
Sei que 'cê me quer também
Marília leoa gostosa
Posso te ligar, meu bem?
Que que 'cê tá fazendo agora?
Tão lindo, tão louco, meu grande amigo
Depois de você, os outros são outros
'Cê tá fodido, vamo fazer amor
Cantar um sertanejo antigo e beijar na boca, amor
Pode ser até que você não me dê moral
Até me ver no espaço pela banca de jornal

Paparapá, papa, papara, papara, paparará
Paparapá, papa, papara, papara, papararáEmbed"
89,4bT4Gbs7FA4cLyZeKtlGVO,Zé Felipe,Facilita Aí,"Facilita Aí Lyrics
So you make you happy?
Coloca o capacete que lá vem pedrada

Tu sabe que seu ponto forte
É me deixar fraco em cima do colchão
Por isso que tu não se envolve
Foge do meu love, esconde o coração
(Facilita aí)
Oh, baby, eu tô emocionado, louco no teu rebolado
Por você, já larguei o bailão

Ahh
Tu fala pra eu não me apaixonar, mas eu xono vendo tu sentar
Ahh
Safada, marrenta, deixa eu te amar
Ahh
Tu fala pra eu não me apaixonar, mas eu xono vendo tu sentar
Ahh
Safada, marrenta, dеixa eu te amar

Tu sabe quе seu ponto forte
É me deixar fraco em cima do colchão
Por isso que tu não se envolve
Foge do meu love, esconde o coração
(Facilita aí)
Oh, baby, eu tô emocionado, louco no teu rebolado
Por você, já larguei o bailão
You might also like
Ahh
Tu fala pra eu não me apaixonar, mas eu xono vendo tu sentar
Ahh
Safada, marrenta, deixa eu te amar
Ahh
Tu fala pra eu não me apaixonar, mas eu xono vendo tu sentar
Ahh
Safada, marrenta, deixa eu te amarEmbed"
90,4o6v3Oooyt7HF20idztRD4,"Israel & Rodolffo, Ana Castela",Bombonzinho - Ao Vivo,"Bombonzinho (Ao Vivo) Lyrics

Bombonzinho
Vem, meu

Por que tudo que eu quero ou é proibido ou faz gostoso?
Sua boca tem um mel deixa eu me lambuzar de novo

Na cama 'cê tem talento, 'cê manja dos movimento
Tem de tudo, mas não tem sentimento
Na cama 'cê tem talento, 'cê manja dos movimento 
Ah, esse corpão moreno aí
Derrete na boca igual bombonzinho
Pena que 'cê é pra frente tem uma porrada de gente
Que 'cê pega além de mim
Esse corpão moreno aí
Derrete na boca igual bombonzin'
Pena que 'cê é pra frente tem uma porrada de gente
Que 'cê pega além de mim

As que presta a gente nem se envolve
E as que não vale nada nós apaixona e sofre
Os que presta a gente nem se envolve
E os que não vale nada nós apaixona e sofre

Aca Castela
Oh
Chama, Goiânia
Vem

Na cama 'cê tem talento, 'cê manja dos movimento
Tem de tudo, mas não tem sentimento
Na cama 'cê tem talento, 'cê manja dos movimento 
You might also like
Ah, esse corpão moreno aí
Derrete na boca igual bombonzinho
Pena que 'cê é pra frente tem uma porrada de gente
Que 'cê pega além de mim
Esse corpão moreno aí
Derrete na boca igual bombonzin'
Pena que 'cê é pra frente tem uma porrada de gente
Que 'cê pega além de mim

As que presta a gente nem se envolve
E as que não vale nada nós apaixona e sofre
Os que presta a gente nem se envolve
E os que não vale nada nós apaixona e sofre

Vem, vem, vem, Goiâna, vem
E as que não vale nada nós apaixona e sofreEmbed"
91,7nFvKgVumc9FcU97zGjjei,WIU,Coração de Gelo,"Coração de Gelo Lyrics

Rarararara-naum

Get-get it, get it up, get it up, get it up, boy
Ainda tem grana a fazer por aí
Ela não vai te ligar nem chamar pra sair
Cai pra noite, vai, deixa o baile seguir (Ye-eh-eh, ye)
Mas que falta de sorte
Trata o coração quebrado fumando um da forte (Oh-oh-oh-ohn)
Várias bunda no lugar, mas nada que me importe
Só de olhar lá no fundo do olho
Eu já sei que nenhuma faz como tu faz
Te apresento essa neném com cara de malva' (Da)
Descendo do Uber com as cunhada
Fuma um vape com gosto de ""hoje a mãe arrasa"" (Eh)
Aprovеita e me leva pra tua casa (Eh-еh)
Me promete prazer (Eh), preciso de amor não
Já me conformei que eu não vou segurar sua mão
Mas tudo bem, tudo, tudo bem, tranquilão
Se ela me magoar, eu ligo a outra que ela tem mó bundão (Wow)
Essa bicha tá desconsiderando o nêgo
A nêga é coração de gelo
Essa bebê cara é foda, ela me deu um nó (Oh)
Ela não quer mais amor, só quer o isqueiro
Essa bicha tá desconsiderando o nêgo (Oh)
A nêga é coração de gelo
Essa bebê cara é foda, ela me deu um nó (Oh)
Ela não quer mais amor, só quer dinheiro

Deixa eu quebrar o gelo do seu coração
Primeiro nós fode, depois fuma um balão
Ficou com tesão no brilho do cordão
Nem pensa em romance, ela só quer tapão
Get it, get it up, get it up, get it up, boy
Tranquilão fumando um do bom por aí
Sempre na onda, eu não deixo a vibe cair
Se quiser colar, vem, é só me seguir
My, my, my, my baby, foda que eu e ela era sal (Era sal)
Aquela raba fora do normal
Ela disse que quer conhecer Fortal
Viciou no meu flow, no estilo vetin' criminal

Essa bicha tá desconsiderando o nêgo
A nêga é coração de gelo
Essa bebê cara é foda, ela me deu um nó (Oh)
Ela não quer mais amor, só quer o isqueiro
Essa bicha tá desconsiderando o nêgo (Oh)
A nêga é coração de gelo
Essa bebê cara é foda, ela me deu um nó (Oh)
Ela não quer mais amor, só quer dinheiro
You might also like
Deixa eu quebrar o gelo do seu coração
Oh, oh
Ficou com tesão no brilho do cordão
Oh, ohEmbed"
92,4ASA1PZyWGbuc4d9N8OAcF,"Gustavo Mioto, Mari Fernandez",Eu Gosto Assim - Ao Vivo,"Calendário de Lançamento de Singles Setembro 2022 Lyrics1
• ""Mad Max"", Tchelo OG
• ""mal acostumado"", virgingod*
• ""Resignar"", Pedrin
• ""Tarada (Ao Vivo)"", Leo Santana, Ivete Sangalo & L7NNON
2
• ""Beijo de Glicose"", Diego & Victor Hugo (part. Jorge & Mateus)
• ""Outro Patamar"", BIN (part. MC Ryan SP)
• ""Para de Me Iludir (Ao Vivo Em Teresina)"", Xand Avião
• ""Teto Solar"", Dudu, Sidoka & JayA Luuck
• ""Toma Mamadeira"", Psirico & O Kannalha
6
• ""Longe"", Brandão85
• ""menino seu"", Sidoka
7
• ""Essa É a Vida de Um Gangsta 2"", DEREK
• ""Joga na Panela"", Maisnerd
• ""Mafu Mafu"", X Sem Peita
• ""Melhor Agora"", Hampe (part. TeLima)
• ""Tira Essa Calcinha"", MC Paiva ZS & DJ Kotim
8
• ""Bora Bill"", Biu do Piseiro
• ""Maturidade"", KayBlack
9
• ""Aperta Start"", Delacruz & Lukinhas
• ""BABY BABA"", Putodiparis (part. Dasiria212)
• ""KEKW"", Yung Buda (part. Ok Goos)
• ""Motorola"", Pineapple StormTV (part. Derxan, Big Bllakk & Major RD)
• ""ONDE QUE ELA TAVA ONTEM?"", Rudies Flacko
• ""S de Saudade (Remix)"", Vitão & Pabllo Vittar
11
• ""eu te ajudei? (n lembro disso)"", Sidoka
13
• ""ARQUITETURA"", Tchelo OG
• ""Muita Atividade"", Bielzin (part. Borges & TZ da Coronel)
15
• ""Bentley"", Brocasito
• ""Bolsominions"", Chico César
• ""Camarote 7"", PL Quest (part. BIN & Major RD)
• ""Duas"", Dilsinho
• ""Lei da Atração"", MC Paiva ZS & Vulgo FK
• ""matilha"", Lippi
• ""Sabe"", Armandinho (part. Ana Gabriela)
16
• ""BOUNCE"", Nikito Labrae
• ""Charlie Brown"", Criolo
• ""deixe seu recado"", virgingod*
• ""Dior"", THE BOY (part. Castelo Beats & Kawfe)
• ""Eu Gosto Assim (Ao Vivo)"", Gustavo Mioto & Mari Fernandez
• ""Ex Nunca Vira Ex"", Pixote (part. Diego & Victor Hugo)
• ""Mínimo"", Pelé MilFlows
• ""O Sol e a Lua"", kamaitachi
• ""Paredão Barra"", Bruno & Barretto e Os Barões da Pisadinha
• ""Se Segura"", MC Caverinha
• ""Seu Juiz"", Guilherme & Santiago (part. Gusttavo Lima)
• ""SEXTOU"", Rudies Flacko
• ""Soldadinho"", KF
• ""Temporal"", Hungria Hip Hop
17
• ""Fez assim Fiu Fiu"", DJ Guuga
• ""NÃO VOLTA"", NZ (part. Catears & Ellon)
19
• ""Né Segredo"", MC Cabelinho
20
• ""Poesia Acústica 13"", Pineapple StormTV (part. MC Cabelinho, Oruam, L7NNON, Chefin, Chris MC, TZ da Coronel, Xamã, Luísa Sonza & N.I.N.A)
21
• ""Du, Dudu e Edu"", Elkay
22
• ""Descontrolada"", Pabllo Vittar & MC Carol
• ""Felina"", WIU & MC Ryan SP
23
• ""Carro Automático"", VK MAC
• ""Chupacu"", Kleberiano
• ""Nova Deli"", Luedji Luna
• ""ZAZA"", Putodiparis
27
• ""0 a 100"", OS NANA (part. THE BOY)
• ""Papo de Agustinho"", Oruam
28
• ""Ela Ta Me Hipnotizando"", DJ Guuga
• ""Miami Vice"", Yunk Vino
• ""Propósitos"", Thxuzz (part. PJ Houdini)
• ""Tubarão Te Amo"", DJ LK da Escócia, Tchakabum & MC Ryan SP (part. mc jhenny & MC RF)
29
• ""Algoritmo Íntimo"", Criolo & Ney Matogrosso
• ""Fashion Week!"", Levi Menezes
30
• ""desficava"", GIULIA BE
• ""Hotel"", MC Igu
• ""Ligação"", Rudies Flacko
• ""Mal Sei Falar de Amor"", Raffé
• ""Neve!"", Levi Menezes
• ""Sofre Todo Mundo (Ao Vivo)"", Diego & Arnaldo
• ""Slow It Down"", Alok
• ""Tic Tac"", LUDMILLA, Sean Paul & Topo La MaskaraEmbed"
93,6eNRGL6Nkdg7RhJtmbcl0j,"Mc Tato, DJ Ak beats",Luz do Luar,"Luz do Luar Lyrics

Diretamente, estúdios Love Funk!
É o AK Beats, porra

Que falta eu sinto de você
Some e depois disse que quer vir me ver
Manda uma mensagem, cola no QG
Vou te liberar pra subir e descer
Vida, a noite 'tá tão linda
Só que tu mais linda ainda
De todas as amiga’, sua sentada é a preferida
Malvada, atiça, mexe e vem por cima

Ah, vai ter que descer, vou me segurar
Senta e não mе encara, se não vou me apaixonar
É só por você, a luz do luar
E as еstrelas acompanha' nóis se amar
Ah, vai ter que descer, vou me segurar
Senta devagar pra não se machucar
É só por você, a luz do luar
E as estrelas acompanha' nóis se amar

Ah, vai ter que descer
Descer
Que eu vou aguentar
Ah, vai ter que descer
Descer
Senta devagar pra não se machucar

Que falta eu sinto de você
Some e depois disse que quer vir me ver
Manda uma mensagem, cola no QG
Vou te liberar pra subir e descer
You might also like
Vida, a noite ’tá tão linda
Só que tu mais linda ainda
De todas as amiga', a sua sentada é a preferida
Malvada, atiça, mexe e vem por cima

Ah, vai ter que descer, vou me segurar
Senta e não me encara, se não vou me apaixonar
É só por você, a luz do luar
E as estrelas acompanha' nóis se amar
Ah, vai ter que descer, vou me segurar
Senta devagar pra não se machucar
É só por você, a luz do luar
E as estrelas acompanha' nóis se amar

Ah, vai ter que descer
Descer
Que eu vou aguentar
Ah, vai ter que descer
Descer
Senta devagar pra não se machucar

É o AK Beats
(Diretamente, estúdios Love Funk!)Embed"
94,4qDT0BeJ7BjatrN9k8AvB4,"Teto, WIU, Matuê",Flow Espacial,"Flow Espacial Lyrics

Oh, yeah, OUHBOY, this shit bangin'

Ó pra mim (Woki), 'tô na moda (Tudo)
Te levo pra dar um giro sobre as quatro rodas (Vroom-vroom)
Bebo gin, isso te incomoda (Ahn)
O dinheiro me dá possibilidades
Eu tenho a chave que você já quis (Quis)
Honro a 30, só fumo temakis (Uoa-ah-ahn)
Meu refrão é tipo o da Alicia Keys
A-a guerra vai, mas deixa cicatriz (Awn)
Antes não, mas hoje eles 'tão aqui (Yeah)
Não peguei viagem, me mantive humilde (Ahn)
Ronco alto, 'ssa Porsche parece um kart
Flow espacial que eu fiz em Marte
Wow, bae (Hey-hey, hey-hey), essa minha vida que é um freestyle (Ey-ey-yeah)
Paga o sinal que a 30 vai elevar a vibe
Fala que eu sou moda porque eu vivo no destaque
Foda-se o hype, man, eu que sou o hype (Wow-ow)
'Tô arrogante, agora é 150 no show (Wow-ow)
(Ye, ye) 'Tô saindo fora antes que role o bololô
Tua mina me sugando quando teu disco flopou
Sei que eu 'tô na moda, mas me diz aonde que eu não 'tô

Ó pra mim (Woki), 'tô na moda (Ahn-ah, tudo)
Te levo pra dar um giro sobre as quatro rodas (Vrum-vrum)
Bebo gin, isso te incomoda (Ahn)
O dinheiro me dá possibilidades
Eu tenho a chave que você já quis (Quis)
Honro a 30, só fumo temakis (Uoa-ah-ahn)
Meu refrão é tipo o da Alicia Keys
A guerra vai, mas deixa cicatriz

(Mas) 'Tô suave, eu não quero um diploma
Pi-pitbull na pista, baby, foda-se o Corona
Fazendo meu som, eu tenho a vida que tu sonha
Hoje eu 'tô no palco, amanhã em Noronha (Ey)
Oh, 30PRAUM, apelação do ano chegou
Eu sei que eu 'tô na moda, mas me fala aonde que eu não 'tô
Essa gata me segue em todo lugar que eu vou (Trinta!)
O dinheiro me dá possibilidades (Yeah, yeah)
You might also like
Ó pra mim (Woki), 'tô na moda (Tudo, uoah)
Te levo pra dar um giro sobre as quatro rodas (Vrum-vrum, ahn-ahn)
Bebo gin, isso te incomoda (Ahn, ye-yey)
O dinheiro me dá possibilidades (Uhl)
Eu tenho a chave que você já quis (Quis)
Honro a 30, só fumo temakis (Uoa-ah-ahn)
Meu refrão é tipo o da Alicia Keys
A guerra vai, mas deixa cicatriz (Awn)

Uh, uh, uh, uh, uh
Uh, uh, uh, uh, uh
(Ahn, nauê)
Uh, uh, uh, uh, uh1Embed"
95,7nwHsYxiuHo98dLI7UVkyn,Maiara & Maraisa,A Culpa É Nossa - Ao Vivo,None
96,0JIYoXtJfORxI6gRpHv6ZW,Henrique & Juliano,Traumatizei - Ao Vivo Em Brasília,None
97,1bzRhnrWU1l1u4Bby9ZbfQ,"AgroPlay, Ana Castela",Nosso Quadro,"Nosso Quadro Lyrics

Todo mundo tem um amor que quando deita e olha pro teto
Vem a pergunta ""será que se fosse hoje a gente dava certo?""
Num episódio que nunca vai ser lançado, um álbum incompleto
Uma história que parou pela metade, 'cê imagina o resto

Eh, saudade que toma, que toma, que toma conta de mim
E não me dá remorço, nem raiva, nem ódio da pena, do fim

Agora o nosso quadro, casando na igreja
Não vai ser pendurado, só existe na minha cabeça
Nós dois tocando o gado, a filha boiadeira
Nossa vida no mato, só existe na minha cabeça
Mas será amor mesmo não sendo a vida inteira?
Mas será amor mesmo não sendo a vida inteira?
(Ai, ai, ah, ai)

É amor ou não é?

Tem coisas que nem querendo a gente esquece
Final do ano de 2017
Eu começando odonto' e você na vet'
A sua camisa jeans na minha camionete
Os meus amigos perguntam ""que fim 'cê levou?""
Meu pai não desiste, ainda quer ser vovô
O tempo não foi tão legal com nós dois
Podia ter sido, mas não foi
You might also like
Agora o nosso quadro, casando na igreja
Não vai ser pendurado, só existe na minha cabeça
Nós dois tocando o gado, a filha boiadeira
Nossa vida no mato, só existe na minha cabeça
Mas será amor mesmo não sendo a vida inteira?
Mas será amor mesmo não sendo a vida inteira?
(Ai, ai, ah, ai)

Mas che, amor
Mesmo não sendo a vida inteira vai ser amorEmbed"
98,4mD9hjoTckjeL1CrJCx0MT,"DJ Jeeh FDC, MC Menor MT, Yuri Redicopa, Mc Pelé",Puta Mexicana,"Puta Mexicana Lyrics

Ela vem na cavalgada, toda tatuada
Puta rara, puta mexicana
Puta rara, puta mexicana

Então toma, então toma, então toma, então toma, então toma
Então toma, então toma, então toma, então toma, então toma
Vai, sua, vai, sua, vai, sua, vai, sua cavalona
Então toma, então toma, então toma, então toma
Então toma, então toma, então toma, então toma
Então toma, então toma, então toma, então toma
Vai, sua cavalona
Então toma, então toma, então toma, então toma
Então toma, então toma, então toma, então toma
Então toma, então toma, então toma, então toma
Vai, sua cavalona
Puta rara, puta mexicana
Pu-puta rara, puta mexicana
Puta rara, puta mexicana
Então toma, então toma, então toma, então toma, puta mexicana
Então toma, então toma, então toma, então toma, puta mexicana

No meio de idas e vindas, se quiser voltar, tu pode voltar, vida
Dando a dar silicone na raba no clima do México, México, linda, grita
Grita alfa do Mandela, que é o nome do homem que te patrocina
Ele que banca a sua brisa, menina, então desce com a tcheca na ponta da pica
Desce com a, desce com a, desce com a, desce com a
Desce com a tcheca na ponta da pica
Desce com a, desce com a, desce com a, desce com a tcheca na ponta, na ponta da pica
Ele que banca a sua brisa, menina, então desce com a tcheca na ponta da pica
Ele que banca a sua brisa, menina, então desce com a tcheca na ponta da

Eu tô com o Alfa nessa porra e nós só quer as puta rara
Que rala o joelho pra me chupar no beco da Caixa D'água
Ela monta por cima sem calcinha, senta na pica de minissaia
Ela senta, ela senta, ela senta, ela senta, ela senta na pi—
Ela senta, ela senta, ela senta, ela senta, ela senta na pica de minissaia
Ela monta por cima sem calcinha
Ela senta na pica de minissaia
Ela monta por cima sem calcinha
Ela senta na pica de minissaia
You might also like
Ele que banca a sua brisa, menina, então desce com a tcheca na ponta, da ponta, da ponta, da ponta
Vai sua, vai, sua, vai, sua, vai, sua cavalona
Então toma, então toma, então toma, então toma (Desce com a tcheca na ponta da pica)
Então toma, então toma, então toma, então toma
Então toma, então toma, então toma, então toma
Vai, sua cavalona
Então toma, então toma, então toma, então toma
Então toma, então toma, então toma, então toma
Ela senta na pica de minissaia, ela monta por cima sem calcinha
Vai, sua cavalona

Esse é o Jeeh FDC, o alfa do Mandela
Dela, dela, o alfa do Mandela
Dela, dela, o alfa do Mandela
Dela, dela, o alfa do Mandela
Esse e Jeeh FDC, o alfa do Mandela, dela, dela
O alfa do MandelaEmbed"
